full_text,Keyword,Predicted,Predicted Label,ID
tidak usah jauhjauh ke timur tengah buat lihat idf di indonesia sudah diwakilkan parcok polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,599
yang wajib sholat ibadah bodoh resetindonesia polisipembunuh dprbebannegara,ResetIndonesia,0,Negative,600
dosa jariyah mulyono pemuka pemerintah termul yang membela mereka dead on arrival aku mengikuti dead on arrival nabi musa ke firaun ini polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,601
ribu pembunuh polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,1,Neutral,602
anjing bocil kali wajahnya begitu itu kalau masuk parcok idf hasil jual sawah juta polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,604
ada ironi tentang blanked di tanah blanked kita sudah saatnya resetindonesia,ResetIndonesia,0,Negative,605
bengong bengong tetiba kepikiran bagaimana administrasi kebentuk dari zaman rasulullah khalifah umar buy it now abdul azis dan dibikin keren harun arrasyid yang rangkul paralytic ulama dan mensejahterakan ulama hey you bisa hey you pemerintahan kita mengikuti cara rasululah resetindonesia,ResetIndonesia,2,Positive,606
itu bukan tompel itu adalah tombol resetindonesia aktif bukan karena ditekan tapi karena diinjak,ResetIndonesia,0,Negative,607
resetindonesia bisa diartikan tapi hal kolektif amplifier individual secara kolektif dia adalah letupan muah amplifier tuntutan perubahan radikalsistemik secara individual bagi aku resetindonesia artinya mereset kembali pengetahuan aku tentang politik betapa aku masih superfisial di sini,ResetIndonesia,2,Positive,608
pause dulu katanya guru itu profesi yang noble tapi kenapa pelajar dibungkam you kenapa riset tidak diperbolehkan jadi sebenarnya negara kita itu menjunjung tinggi ilmu apa tidak sih resetindonesia,ResetIndonesia,0,Negative,609
kue cubit gerlong resetindonesia,ResetIndonesia,1,Neutral,610
woiiy lah itu yang dipotong pajak hanya tunjangan konstitusional panteek rakyat saja gaji pokok kena pajak tunjangan kena pajak thr kena pajak bonus kena pajak kagak adil bangsaat resetindonesia,ResetIndonesia,0,Negative,611
menurut aku kita berduka buat indonesia saja alias resetindonesia anjay,ResetIndonesia,0,Negative,612
convert music demokrasi negeri ini tapi tidak apa terus saja bersuara indonesiagelap resetindonesia prayforindonesia,ResetIndonesia,1,Neutral,613
kami hanya mengobrol santai loh kalau ingin gabung boleh yang dibahas juga isi a lot of rausah ndadak nguntit resetindonesia intelligence,ResetIndonesia,1,Neutral,614
bagusnyaitu krupuk di biarkan disitu apa di cemplungin ke kuah you teman tolong usulannya terimakasih resetindonesia,ResetIndonesia,1,Neutral,615
hasil pengeluaran singapore hari ini sabtu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,616
negara yang sakit adalah ketika pejabat tidak becus aparat tukang pukul rakyat melawan tapi dikira angin lalu itu adalah cool pemimpinnya yang bodoh resetindonesia,ResetIndonesia,0,Negative,617
saat ini hanya rasa malu dan akhlak yang tidak dimiliki oleh pejabat di negeri ini resetindonesia,ResetIndonesia,0,Negative,618
naik keatas kursi biar tidak dilindas cukup sudah kita ditindas 1312acab resetindonesia,ResetIndonesia,0,Negative,619
ganti foto profilmu dengan filter brave pink amplifier hero green untuk dukung perubahan apa makna resetindonesia buatmu trensosia,ResetIndonesia,1,Neutral,620
mending segini saja lah wkwkw dongo mengikuti anjing filosofinya tugasnya buat apa wakil rakyat dan bukan karir untuk jadi seperti mending minggat dari negara busuk ini lah resetindonesia,ResetIndonesia,0,Negative,621
alasan kenapa dpr takut sekali dibubarkan bukan karena takut krisis ketatanegaraan tapi takut sumber uang nya hilang makan gaji buta bertahuntahun mau pesiden nya siapapun akan tetap sama kalau tidak ada revolusi bubarkandpr resetindonesia,ResetIndonesia,0,Negative,622
aku tetap menyalahkan pemerintah yang tidak becus menyejahterakan rakyatnya sampai pemikiranpemikiran negatif seperti begini bermunculan padahal secara substantial kita lagi samasama berjuang resetindonesia,ResetIndonesia,0,Negative,623
terima kasih banyak buat kakak yang sudah mengadakan tidak nya dan dapat leot pinkeu cantik ini terimakasih juga buat kakak jaden sudah bikin leot secantik ini semoga lancar rezeki semua indonesiagelap resetindonesia prayforindonesia,ResetIndonesia,2,Positive,624
bahkan pun sudah kena serangan buzzer you resetindonesia,ResetIndonesia,0,Negative,625
memperbarui playlist lawan berisi lagu yang sudah kalian tambahkan pada update terakhir playlist spotify ini tambahkan rekomendasi lagumu yang cocok juga melalui link di biologi kami resetindonesia lawan acab somniumsaic,ResetIndonesia,1,Neutral,626
silakan dipilih mau yang mana resetindonesia resetpolri polisipembunuhrakyat,ResetIndonesia,1,Neutral,627
tercyduk menteri kehutanan raja juli main domino dengan tersangka pembalakan liar resetindonesia,ResetIndonesia,1,Neutral,628
terima kasih untuk teman teman yang sudah berorasi amplifier berbagi suara melihat kalian amplifier mendengar suara kalian membawa sedikit harapan untuk rakyat tentu saja bukan untuk pemerintah mungkin kita memang bangsa yang besar semoga cukup besar untuk aku resetindonesia,ResetIndonesia,2,Positive,629
tunjukkan ijazah aslinya resetindonesia,ResetIndonesia,1,Neutral,630
tidak ada yang lebih indah selain kebaikan yang tetap ada sebarkan cinta bukan kebencian theres nothing more beautiful tahan kindness itu still remains spread suka tidak benci resetindonesia indonesiaberbenah ojol kindness seablings,ResetIndonesia,2,Positive,632
sedangkan diluaran sana karyawan minimarket toko saja suka dimarahi boyfriend over shoulder kalau main harry potter pas just a minute kerja lah ini resetindonesia resetdpr dprdewanpenindasrakyat dprbebannegara,ResetIndonesia,0,Negative,633
timaacii banyak untuk tidak nya kakak unknown person dan kakak zen semoga negera kita lekas membaik semua aspirasi rakyat didengar dan digantikan dengan orangorang yang lebih baik dan kompeten resetindonesia indonesiagelap,ResetIndonesia,2,Positive,634
think resetindonesia nuance nya lebih kena karena menyasar ke prinsip fundamental sehingga kalau di terapkan akan lebih baik secara menyeluruh ibarat bangunan sudah mau roboh ini seperti ngecat tembok benerin ubin padahal yang lemah struktur utamanya,ResetIndonesia,0,Negative,635
buatan jojo resetindonesia,ResetIndonesia,1,Neutral,636
harapan baik selalu disematkan setiap harinya yang terpenting saat ini bahu membahu saling jaga atar warga sembari kawal hakhak kita kita regarding watching kamu batas waktu overdue apa kita laugh loudly di lanjut wargajagawarga resetindonesia,ResetIndonesia,1,Neutral,637
dengan situasi saat ini meskipun telah ada respon dari presiden prabowo atas demonstrasi yang dilakukan oleh gerakan demokratis yang menuntut perbaikan kondisi rakyat dengan berbagai masalah yang dilahirkan resetindonesia,ResetIndonesia,1,Neutral,638
seharian ini dan seitan mengasih palet warna yang kebetulan ada unsur resetindonesia nya,ResetIndonesia,1,Neutral,639
akhir hari you ini mari kita kawal bersama tuntutan rakyat resetindonesia,ResetIndonesia,1,Neutral,640
turut berpartisipasi dalam pamerannya tidak butuh tanda pengenal dan taruh ktp buat masuk ruang pamernya juga teman wargajagawarga rakyatjelita resetindonesia 17tambah8 dpr getraw septemberhitam janjipalsu,ResetIndonesia,1,Neutral,641
sehat sehat sister resetindonesia tetapkawal,ResetIndonesia,2,Positive,642
hasil pengeluaran sydney lotto hari ini sabtu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,643
buzzer parcok parjo pemerentah media bayaran orang demo bakar fasum disisi lain orang pas pagi demo baca tarot fitnah lebih kejam dari pembunuhan bung suatu saat kalian yang nebar fitnah ini akan dapat ganjarannya resetindonesia,ResetIndonesia,0,Negative,644
kok aneh tidak seperti di indonesia bodoh inggris tidak pintar seperti indonesia asli aneh sangat begini harusnya kan tetap menjabat dan tidak usah hiraukan apapun resetindonesia,ResetIndonesia,0,Negative,645
ikhlas mengabdi seharusnya nanti di ganti di surga dan dikasih shoot pahlawan tanpa tanda jasa setujuu resetindonesia mariberserikat berserikatkitakuat serikatpekerjakampus,ResetIndonesia,2,Positive,647
lucky charm untuk memanggil sunu dan resetindonesia,ResetIndonesia,1,Neutral,648
corona makan mpekpek adalah kembali di tengah semua huruhara kita perlu pempek buat tetap waras meng lt3 suka pempek jadi much resetindonesia,ResetIndonesia,2,Positive,649
terima kasih banyak atas giveawaynya kakakkakak terima kasih juga untuk kakak atas layout cantiknya turut berduka caught in the act atas matinya demokrasi semoga kita semua bisa bebas indonesiagelap resetindonesia prayforindonesia,ResetIndonesia,2,Positive,650
komunikasi masyarakat tuuhh bagaimana maksudnya sampai jtan begitu masyarakat diajak ke ancol atau solaria perbulannya resetindonesia,ResetIndonesia,0,Negative,651
hasil pengeluaran bullseye hari ini sabtu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,652
ini mulyono kontol harus dipenjara kalau mau resetindonesia,ResetIndonesia,0,Negative,653
man kalian dididik tidak pakai hati menyadar diri tidak mengomong begini polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,654
shout keluar kepada kakak dan yang sudah jajanin layout kokomie cantikku iniieh terimakaci juga kepada kakak jaden semoga rezeki lancar dan sehat selalu lt3 indonesiagelap resetindonesia prayforindonesia,ResetIndonesia,2,Positive,655
resetindonesia fokus bayangkan jika kita terus abai kita sedang memperjuangkan hidup jika kita abai akan banyak seorang ibuprofen yang lebih memilih neraka daripada hidup di negeri ini jeritan dari mereka yang dipaksa bertahan di tengah ketidakadilan yang sistematis,ResetIndonesia,0,Negative,656
resetindonesia peace dari jersey juara,ResetIndonesia,1,Neutral,657
selain resetindonesia kita juga butuh resetnaya,ResetIndonesia,1,Neutral,658
bukankah ini mycitlali cantik dari kakak jaden kakak gaya kakak nan dan kakak hari tiimaaci kakakkakak huhu serta turut berdukacita untuk indonesia semoga cepat pulih negeri ini telegrahic transfer indonesiagelap resetindonesia prayforindonesia,ResetIndonesia,1,Neutral,659
mulai dari resetindonesia brave pink hero green sampai artis pespor yang mundur karena disponsori freeport banyak sangat yang bisa diangkat jadi topik skripsi,ResetIndonesia,2,Positive,660
shotout kepada kakak dan yang sudah jajanin layout galbrena cantik ini di kakak jaden semoga rezeki lancar dan urusannya dimudahkan selalu lt3 indonesiagelap resetindonesia prayforindonesia,ResetIndonesia,2,Positive,661
thank kamu sangat buat giveawaynya kakak gaya kakak hari kakak nan kakak jaden hoping indonesia akan turn better for real lt3 indonesiagelap resetindonesia prayforindonesia ripdemokrasi wargajagawarga,ResetIndonesia,2,Positive,662
warung ayam kremes literally said resetindonesia,ResetIndonesia,1,Neutral,664
a lot of panduan makar sudah bisa dipesan di toko a lot of kesayangan kamu atau hubungi resetindonesia,ResetIndonesia,1,Neutral,665
hey you kita bersuara menuju resetindonesia cancelechi resetechi,ResetIndonesia,1,Neutral,666
terimakasih atas hadiah nya kakak gaya kakak hari dan kakak nan semoga rezeki lancar dan sehat selalu turut berduka caught in the act atas matinya demokrasi semoga lekas pulih indonesia ku indonesiagelap resetindonesia prayforindonesia mau layout no offence,ResetIndonesia,1,Neutral,667
hasil pengeluaran toto cambodia hari ini sabtu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,668
parlemen negara apanya benarbenar menyebalkan resetindonesia,ResetIndonesia,0,Negative,669
jangan jangan bisamengabulkan tuntutan dari mahasiswa dan rakyat nangkep orang ini saja tidak bisa other half tuhan kirimkan lah kami pemimpin yang tegas dan berwibawa yang tidak hanya omon omon doang pemimpin yang diikuti dan diteladani oleh paralytic pembantunya seperti jaksa agung amin resetindonesia,ResetIndonesia,2,Positive,670
terus gaungkan kakak untuk resetindonesia,ResetIndonesia,1,Neutral,671
harusnya aku baca ini dulu sebelum mendukung tobat nasional doh resetindonesia,ResetIndonesia,1,Neutral,672
hey you temanteman pantau terus tautan ini berhenti menjadi apatis mulai cintai negeri kita resetindonesia,ResetIndonesia,1,Neutral,673
sedih sangat resetindonesia,ResetIndonesia,0,Negative,674
bayangkan balik ke kampus terus malah kena semprot kalau polisi mulai serang kita bisa meminta tolong ke siapa tinggal something or someone good semuanya resetindonesia indonesiaberbenah wargajagawarga bandung,ResetIndonesia,2,Positive,675
terima kasih sudah berbagi kebahagiaan melalui hadiah ini kakak tetap sehat amplifier bahagia untuk waktu yang lama a lot of ini mungkin tidak menyembuhkan luka tapi menemani aku melewati duka harap aku beruntung resetindonesia,ResetIndonesia,2,Positive,676
terimakasih buat giveawaynya kakak unknown person semoga negeri kita ini bisa segera bangkit demokrasi benaran ditegakkan tidak semena mena dengan rakyat dan semua tuntutan bisa dipenuhi resetindonesia,ResetIndonesia,2,Positive,677
rakyat sedang dimiskinkan bukan berarti boleh mengemis rakyat butuh perubahan sistem resetindonesia,ResetIndonesia,0,Negative,678
momentum bersih sudah tersaji kamu pilihannya ada tapi ambil itu atau keluar itu masing punya konsekuensi mayoritas rakyat akan membersamai if him choose yang pertama tapi rakyat akan semakin marah kalau masih ragu membersihkan semua warisan mulyono karena rakyat sudah muah resetindonesia,ResetIndonesia,0,Negative,679
aku itu bikin alright resetindonesia mau dipost di sini takut nanti lewat akun kiss teman nyata hidup,ResetIndonesia,0,Negative,680
terlalu lama pejabat core di negeri ini orientasinya adalah proyek proyek dan proyek karena disitu ada black hole yang memungkinkan mereka beyond economical repair asyik mahsyuk dan melepaskan syhawat kamu merampok uang rakyat sudah waktunya resetindonesia agaf terhindar dari bayang indonesiagelap,ResetIndonesia,0,Negative,681
rakyat indonesia resetindonesia,ResetIndonesia,0,Negative,682
benaran indonesia harus di resetindonesia kolamnya sudah terlalu knights of the old republic ,ResetIndonesia,0,Negative,683
hasil pengeluaran baru york evening hari ini sabtu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,684
bapak bapak mendapat dukungan dari rakyat jikalau berani mengevaluasi gaji gaji paralytic pejabat negara transparansi itu penting rakyat berhak tahu apakah gaji besar sesuai dengan apa yang mereka kerjakan jangan sampai sudah gaji besar tapi korupsi juga resetindonesia,ResetIndonesia,2,Positive,685
ini baru gaji direksi ya belum gaji komisaris komisaris pejabat seperti raya rakyat pengangguran resetindonesia yuk bapak kita mulai dari nol,ResetIndonesia,0,Negative,686
they jangan i don't care about kami angka keracunan hanyalah angka nominal rupiah lebih penting untuk mereka reformasidikorupsi indonesiagelap resetindonesia makananberacungratis,ResetIndonesia,0,Negative,687
fokus resetindonesia fokus tuntutan awal jangan terpecah belah kalau mau inklusif you jangan mengekslusifkan diri atau orang lain bergandeng tanganlah demi indonesia bersama,ResetIndonesia,2,Positive,688
anw per hari ini yang sudah dijawab itu modelannya setengah hati semua seperti begini dan hanya dari pihak legislatif saja pihak eksekutifnya belum ada pergerakan sama sekali sebagian tuntutan statusnya malah mundur jangan berhenti bersura resetindonesia,ResetIndonesia,0,Negative,689
jangan hanya dpr evaluasi dan bikin transparan semua gaji dan tunjangan di lembaga negara termasuk pemda dan dprd mumpung presidennya tegas tunjangan kementerian keuangan perbulan resetindonesia,ResetIndonesia,1,Neutral,690
tuntutan rakyat resetindonesia,ResetIndonesia,1,Neutral,691
nanti aku aku yang jadi presiden resetindonesia,ResetIndonesia,1,Neutral,692
jangan lupakan aku kalau kamu sudah jadi you best friends forever resetindonesia,ResetIndonesia,2,Positive,693
hasil pengeluaran california hari ini sabtu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,694
aspirasi kita bukan sekadar teriak di jalan tapi sudah masuk ke ruang kebijakan pemerintah hadir mendengar dan bertindak resetindonesia indonesiadamaibersatu indonesiaberbenah,ResetIndonesia,2,Positive,695
perkataannya boleh juga tapi minimal tidak gembrot juga kali ini parcok idf polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,696
mantap ibuprofen resetindonesia kembali ke nol kilometer hey you bapak bapak harus bisa,ResetIndonesia,2,Positive,697
lagi rebutan siapa yang ngelindungin dia biar dipuji majikan mereka yang sama mulyono occrp polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,698
gaji pokok tunjangan suami anak sudah cukup itu saja tidak perlu yang lain kerja tidak benar juga meminta gaji gede sadar diri resetindonesia,ResetIndonesia,0,Negative,699
huftt resetindonesia pantau di sini,ResetIndonesia,1,Neutral,700
lutut mau nya di neraka makanya stop it lumut ini tidak mau bersih seharusnya stop it lusuh ini di usir keluar nkri resetindonesia,ResetIndonesia,0,Negative,701
fufufafa bersabda polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,1,Neutral,702
model paket sih ini ada kita urus untuk anak anak terlantar anak di buang oleh orang tuanya karena sangat miskin juga anak jalanan di panti sosial anak resetindonesia,ResetIndonesia,0,Negative,703
apapun korupsi dan masalah di indonesia pasti muara sungainya ke dia polisipembunuh resetindonesia dprbebannegara bahkan welcome rumah mampet pun salah dia memang tidak bercanda kalau warga indonesia gajinya layak dan lapangan kerja banyak bisa beli welcome bagus,ResetIndonesia,2,Positive,704
rasanya aku mau sangat kasih lihat guruguru aku foto ini dan bilang ini lho bapak ibuprofen aksi yang anak sama mengikuti itu seperti begini jadi they dapat berhenti pikir kalau anak sama hanya bisa jadi provokator resetindonesia,ResetIndonesia,0,Negative,705
indonesia emas tapi sebelum itu bubar dulu baru bisa emas resetindonesia prabowo,ResetIndonesia,1,Neutral,706
berpulangnya affan membuatku terbangun dari koma berbulanbulan catatan demonstrasi acab resetindonesia rora,ResetIndonesia,0,Negative,707
di imingiming jabatan menteri pendidikan yang tidak ada sama hubungannya sama sekali sama background dia ancurin sistem pendidikan yang ada juga resiko ditanggung penumpang polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,708
dpr dobol pengkhianat rakyat resetindonesia dprbebannegara dprdobolpengkhianatrakyat,ResetIndonesia,0,Negative,710
berpulangnya affan membuatku terbangun dari koma berbulanbulan catatan demonstrasi acab resetindonesia,ResetIndonesia,0,Negative,711
saat ini aku pegang tapi fungsi sebagai business planning amplifier compliance liaison kalau aku di dpr ri tunjangan aku banyak kali you resetindonesia,ResetIndonesia,2,Positive,712
dikantor aku tunjangan jabatan amplifier fungsi itu sama untuk unit head amplifier department head karena logikanya fungsi itu melekat di jabatan sebenarnya lucu you ada redundancy dipoin dipoinnya karena jadi seperti maksa biar tetap include resetindonesia,ResetIndonesia,2,Positive,713
poin tunjangan jabatan amplifier fungsi dewan okelah tapi titik amplifier itu sub sub poinnya apa saja you termasuk biaya kalau mereka visit ke daerah kalau hiya harusnya sudah tidak ada lagi biayatunjangan lain lain diluar komponen ini iseng iseng cek sknya nanti ah resetindonesia,ResetIndonesia,1,Neutral,714
kerja tahun uang pensiun selamanya memang nyata dprbebannegara polisipembunuh resetindonesia,ResetIndonesia,0,Negative,715
masih bilang tidak lihat blindspot atau tidak sengaja itu ngeles atau memang dongo polisipembunuh resetindonesia,ResetIndonesia,0,Negative,716
tuntutan rakyat bukan hanya soal sahroni eko uya nafa sama adies dpr jangan hanya coba pleasing tuntaskan resetindonesia resetdpr indonesiaberbenah indonesiagelap,ResetIndonesia,1,Neutral,717
gaji dpr itu lebih besar jauh dari rakyat lihat lebih besar dari juta mahfud doctor of medicine itu bagaimana ceritanya biaya komunikasi justru naik dari ke juta polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,718
pagi mesti menonton podcast pestapora anggaran itu bukan hanya di dpr tapi di semua kementerian lembaga amplifier apa bertahun bertahun menikmati tunjangan special jauh lebih tinggi dari kementerian lainnya kenapa apa karena mereka yang pegang uang resetindonesia,ResetIndonesia,2,Positive,719
apa hubungan freeport maling emas bertahuntahun sama pestapora polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,720
panjang umur perjuangan resetindonesia polisipembunuh dprbebannegara,ResetIndonesia,1,Neutral,721
cara tahu langsung bagaimana idf memperlakukan palestina dan dunia tinggal lihat parcok mereka perwakilan idf di indonesia polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,1,Neutral,722
harus callout dari awal begini terbukti mempan polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,723
pajak rokok melambung tinggi hanya buat menuhin kantong tikus jadinya memberikan rokok illegal dapat bagian pasar tebak juga berapa dari sini voter silakan menikmati pilihan kalian polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,724
bukan kami penjahatnya resetindonesia,ResetIndonesia,0,Negative,725
mari kawal tidak perlu install bisa buka melalui browser resetindonesia,ResetIndonesia,1,Neutral,726
selamat pagi indonesia yang damai dan sejahtera dari timeline yang ada kayaknya sudah balik normal lagi you dimana masyarakat dan warga negara dengan kesibukannya masingmasing termasuk korupsi maling nepotisme dan lain sebagainya jadi hanya segini perjuangannya resetindonesia,ResetIndonesia,0,Negative,727
aplikasi yang sangat bagus buat menjawab pertanyaan anak anak yang mulai kritis mengenai demo tidak perlu install cukup buka di browser ada gamesnya juga mari kita kawal resetindonesia,ResetIndonesia,2,Positive,728
tangkap lumut indonesiakorbanjokowi resetindonesia,ResetIndonesia,1,Neutral,729
ini yang bikin dpr kita bobrok resetindonesia tuntutantujuhbelasagustus,ResetIndonesia,0,Negative,730
terinspirasi dari lukisan karya eugene delacroix resetindonesia artistbersuara,ResetIndonesia,1,Neutral,731
tapi poster protesku ternyata banyak yang suka justiceforaffan resetindonesia,ResetIndonesia,2,Positive,732
elit freeport pengeruk seventh-day adventist dan perusak alam salingjaga wargajagawarga resetindonesia,ResetIndonesia,1,Neutral,733
penangkapan tidak jelas pembatasan berekspresi pelanggaran ham resetindonesia,ResetIndonesia,0,Negative,734
arsipkan karyamu poster motion sticker dsb sebagai bagian dari perlawanan,ResetIndonesia,1,Neutral,735
ikan busuk dari kepalanya dewa nezha adalah pelindung anak muda dan pengemudi setelah jasad manusianya binasa membela kebenaran tubuhnya dihidupkan kembali dari bunga padma memberikannya gelar third lotus prince jangan salah dia bokem resetindonesia,ResetIndonesia,0,Negative,736
miris sekali bahwa kondisi masyarakat sudah separah ini namun pemerintah dan pejabat negara tetap buta dan tuli mereka masih menganggap bahwa rakyat dapat dibodohi dengan janji janji manis yang penting masih berkuasa dan bekerja demi kepentingan pribadi partai dan kroni kroninya resetindonesia,ResetIndonesia,0,Negative,737
sudah separah ini kondisi masyarakat kecil jadi memang inilah saatnya aspirasi rakyat untuk ditindaklanjuti dan lakukan reformasi total serta transparansi atas kinerja pemerintah eksekutif legislatif yudikatif baik di pusat dan daerah tmsk lembaga negara lainnya resetindonesia,ResetIndonesia,1,Neutral,738
boleh ini buat di ibukota terutama yang paling sering macet resetindonesia polisipembunuh,ResetIndonesia,0,Negative,739
negara mau saja dibodohi keluarga public key infrastructure tidak punya ijazah polisipembunuh resetindonesia,ResetIndonesia,0,Negative,740
yang tidak lolos tapi yang lolos beginian di instansi idf itu makanya selalu gebukin orang dan palak resetindonesia polisipembunuh,ResetIndonesia,0,Negative,741
akun palsu itu you teman baru ada agustus kemarin kayaknya orang bikin akun itu memang buat bercanda dari kata berdikarinya tapi orang banyak yang tidak nangkap polisipembunuh resetindonesia,ResetIndonesia,0,Negative,742
pakaian ngemall hari ini kemanapun dan kapanpun selalu ditemenin ayang hobi resetindonesia,ResetIndonesia,2,Positive,743
brave pink dan hero green untuk resetindonesia kawal terus jangan sampai lengah,ResetIndonesia,2,Positive,744
langsung mute dia you teman jangan kasih traffic budayakan langsung mute kalau terdeteksi termul dan atau zionis memang termul garis lurus zionis kebanyakan polisipembunuh resetindonesia,ResetIndonesia,0,Negative,745
hahaha ekspektasi kita saja yang ketinggian kayaknya tahu sangat ini dpr memang benar benar enggak bisa kerja mengira benaran ditanggepin serius taunya my benar benar kumpulan bunch of tidak berguna jadi called skillful alah resetindonesia,ResetIndonesia,0,Negative,746
parcok parjo tidak ada menanggapi ini tuntutan resetindonesia,ResetIndonesia,0,Negative,747
terima kasih banyak kakak unknown person dan kakak zen sudah mengadakan hadiah ini semoga kakak selalu diberi kesehatan dan juga kebahagiaan harapanku untuk indonesia semoga bisa cepat pulih kembali dan dijauhkan dari pemimpin yang egoisdzalim amin resetindonesia indonesiagelap,ResetIndonesia,2,Positive,749
kamu bisa bayangkan kenaikan anggaran ini pada tahun terakhir sedikitpun tidak mengubah iklim keamanan kita kejahatan semakin merajalela penegakan hukumnya berantakan yang kritik dibungkam yang turun kejalan disangkakan makar resetindonesia,ResetIndonesia,0,Negative,750
anjing masih kebanyakan kerja tidur doang polisipembunuh resetindonesia,ResetIndonesia,0,Negative,751
tadinya mau pakai label on twitter to aid searching resetindonesia tapi gambarku tidak pakai biru pink hijau,ResetIndonesia,1,Neutral,752
tidak ada pilihan selain mengakhiri hidup karena negara juga belum memberikan harapan hidup yang lebih baik absennya negara akan menambah beban korban yang sama akan terus berulang dan perwakilan rakyat masih suka menyingkirkan empatinya resetindonesia,ResetIndonesia,0,Negative,753
hamburg bergerak sabtu september cest idaehreplatz hamburg more information resetindonesia indonesiaberbenah,ResetIndonesia,1,Neutral,754
terima kasih kakak nan kakak hari dan kakak gaya mau kirara kakak indonesiagelap resetindonesia prayforindonesia,ResetIndonesia,1,Neutral,755
anjing pakai batik di aksi hari ini resetindonesia,ResetIndonesia,0,Negative,756
pekerjaan pertama pada orang sukes di ind9nesiasudah terbuki nanti tinggal titel bikin jika uang sudah kumpulresetindonesia,ResetIndonesia,2,Positive,757
rakusnya nyaingin yahudi luhut ini polisipembunuh resetindonesia,ResetIndonesia,0,Negative,758
tanggal berakhir tapi just a minute lagi guyss resetindonesia,ResetIndonesia,1,Neutral,759
bentar banyak yang harus di komenin ini tapi tetap resetindonesia,ResetIndonesia,0,Negative,760
hanya bahas hal dan apakah itu jawaban kenapa masih ada kata penonaktifan boleh dishare aturan resmi mengenai penonaktifan versus pemberhentian resetindonesia tuntutanrakyat,ResetIndonesia,1,Neutral,761
dpr mulai mendengarkan tuntutan rakyat lewat pemangkasan tunjangan dan penghapusan gaji nonaktif kita kawal bareng biar perubahan nyata terus berjalan indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,1,Neutral,762
langkah dpr ini keren sangat buat perbaiki sistem dan jalankan tuntutan rakyat semoga makin banyak yang dikerjain dengan baik indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,763
dpr mulai benaran kerja buat berbenah potong tunjangan dan hapus gaji nonaktif jadi bukti nyata hey you kita kawal terus perubahan ini indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,764
pemangkasan ini tunjukkan dpr mulai peka sama tuntutan rakyat kita harus terus awasi biar prosesnya tetap lancar dan bermanfaat indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,765
keren sangat langkah dpr potong tunjangan listrik transportasi dan hapus gaji nonaktif semoga ini awal perubahan berkelanjutan indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,766
hidup perempuan yang melawan resetindonesia,ResetIndonesia,0,Negative,767
kalau kemarin world wide web pantau tuntutan rakyat kali ini ada bank design keren sangat sayang artists illustrator designer siapapun kamu yang buat poster sticker motion graphics dsb hey you kumpilin disini resetindonesia artistbersuara reset,ResetIndonesia,2,Positive,768
semoga aturan ini menjadi motivasi bagi seluruh anggota dpr untuk terus menjalankan tugasnya dengan sungguhsungguh demi kepentingan rakyat indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,769
ini langkah nyata dpr untuk memperbaiki sistem agar hanya anggota yang aktif berkontribusi yang mendapatkan haknya mari kawal terus indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,1,Neutral,770
transparansi dalam pengelolaan gaji dan tunjangan anggota dpr penting untuk mewujudkan pemerintahan yang bersih dan terpercaya indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,771
dengan adanya kebijakan ini anggota dpr didorong untuk tetap aktif dan bertanggung jawab agar hugs and kisses mereka terjaga indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,772
