row_index,text,entity,role,ID
2245,program presiden prabowo bikin warga kesempatan deteksi penyakit,prabowo,PER,2565
2248,bantuan resmi bantuan presiden wowo overlap presiden kayaknya bocil kagak,wowo,PER,2568
2248,bantuan resmi bantuan presiden wowo overlap presiden kayaknya bocil kagak,bocil,PER,2568
2251,optimis indonesia berdaulat gula gebrakan presiden prabowo,prabowo,PER,2572
2252,mudah bp usulkan presiden ganti lbp tito sigit erik zulhas bahlil rajajuli dudung beban presiden,tito sigit erik zulhas bahlil rajajuli,PER,2573
2253,mengikuti jokowi rakyat menganggap presiden boneka diaturatur jokowi dipilih juta orang pembohong turutin kemauannya hati hati disumpah alquran,jokowi,PER,2574
2253,mengikuti jokowi rakyat menganggap presiden boneka diaturatur jokowi dipilih juta orang pembohong turutin kemauannya hati hati disumpah alquran,jokowi,PER,2574
2254,probowo lengser gibran presiden pendukung prabowo dukung gibran kawal prabowo,probowo,PER,2575
2254,probowo lengser gibran presiden pendukung prabowo dukung gibran kawal prabowo,gibran,PER,2575
2254,probowo lengser gibran presiden pendukung prabowo dukung gibran kawal prabowo,prabowo,PER,2575
2254,probowo lengser gibran presiden pendukung prabowo dukung gibran kawal prabowo,gibran,PER,2575
2254,probowo lengser gibran presiden pendukung prabowo dukung gibran kawal prabowo,prabowo,PER,2575
2255,rakyat jelata wajib bpkbapak presiden imam juta orang ri didikte jokowi haknya jokowi mengatur presiden ri disayangin rakyat ganti kapolri,jokowi,PER,2576
2255,rakyat jelata wajib bpkbapak presiden imam juta orang ri didikte jokowi haknya jokowi mengatur presiden ri disayangin rakyat ganti kapolri,jokowi,PER,2576
2256,foto soeharto presiden indonesia diedit an idea that spreads like a virus by word of mouth email blogs etc balon reformasi mantunya prabowo,soeharto,PER,2577
2256,foto soeharto presiden indonesia diedit an idea that spreads like a virus by word of mouth email blogs etc balon reformasi mantunya prabowo,prabowo,PER,2577
2259,10th paralytic pejabat pimpinan asbun sembah nabi peliharannya wajar anak buah asbun presiden ikan busuk kepala sayangnya busuknya menyebar kemana kemana,asbun,PER,2580
2259,10th paralytic pejabat pimpinan asbun sembah nabi peliharannya wajar anak buah asbun presiden ikan busuk kepala sayangnya busuknya menyebar kemana kemana,asbun,PER,2580
2264,percaya apapun presiden prabowo,prabowo,PER,2585
2266,sekedar sharing administrator on forum network etc warga transmigran memajang foto beliau program beliau jutaan keluarga berubah kehidupannya derajat soeharto presiden periode,soeharto,PER,2587
2267,daya presiden periode gebrakan surabaya kena bencana alam zaman century jkw bikin i know not whoosh hang out covid pbw bikin danantara menjabat menteri pembantu presiden yesman peraturan uu,danantara,PER,2588
2267,daya presiden periode gebrakan surabaya kena bencana alam zaman century jkw bikin i know not whoosh hang out covid pbw bikin danantara menjabat menteri pembantu presiden yesman peraturan uu,yesman,PER,2588
2268,keputusan piala presiden perlawanan rabu september sabah fingers crossed ii negeri sembilan fingers crossed zikrie zafran aqil faris aiman hazizi selangor fingers crossed pdrm fingers crossed izzat muhd syahir family harimaumalaya pialapresiden2025,zikrie zafran aqil faris aiman hazizi,PER,2589
2268,keputusan piala presiden perlawanan rabu september sabah fingers crossed ii negeri sembilan fingers crossed zikrie zafran aqil faris aiman hazizi selangor fingers crossed pdrm fingers crossed izzat muhd syahir family harimaumalaya pialapresiden2025,izzat muhd syahir,PER,2589
2269,presiden jembut tenan sekelas raffi menteri,raffi,PER,2590
2272,kakak namanya hugs and kisses prerogatif sesuka hati presiden digugat gugat uu kepresidenan mm ok,hugs,PER,2593
2274,brics kuasai populasi dunia presiden prabowo pilar kekuatan global,brics,ORG,2595
2274,brics kuasai populasi dunia presiden prabowo pilar kekuatan global,prabowo,PER,2595
2275,langkah pemerintah kepemimpinan presiden prabowo serius menghapus kemiskinan indonesia masyarakat indonesia makan terbebas kemiskinan bangkit begitupula kaum difable,prabowo,PER,2596
2277,semoga kerja keras presiden prabowo swasembada gula potensi indonesia terwujud,prabowo,PER,2599
2278,pintar pintar belajar haus ilmu pilihan mulyono business as usual busuk sesuai visi misi presiden dipecat bodoh,mulyono,PER,2600
2280,trump senang serangan israel presiden donald trump senang aspek serangan israel doha menilai serangan menguntungkan kepentingan israel,trump,PER,2602
2280,trump senang serangan israel presiden donald trump senang aspek serangan israel doha menilai serangan menguntungkan kepentingan israel,donald trump,PER,2602
2280,trump senang serangan israel presiden donald trump senang aspek serangan israel doha menilai serangan menguntungkan kepentingan israel,doha,PER,2602
2283,penutup reshuffle kabinet merah putih september langkah strategis mempercepat visi asta caught in the act presiden prabowo subianto permainan politik mengutamakan konsolidasi koalisi kompetensi kepercayaan,prabowo subianto,PER,2605
2284,reshuffle kabinet merah putih ambisi politik ketimpangan visi reshuffle kabinet merah putih presiden prabowo subianto september manuver politik cerdik memperkuat basis koalisi langkah strategis,prabowo subianto,PER,2606
2285,keputusan presiden prabowo melibatkan sppi membuktikan perubahan signifikan,prabowo,PER,2607
2285,keputusan presiden prabowo melibatkan sppi membuktikan perubahan signifikan,sppi,PER,2607
2291,serah presiden goblok stop it mulyono ganti menteri seenak jidatnya urusan kurap,mulyono,PER,2613
2294,beredar tujuh nama diisukan dilantik menteri wakil menteri wamen presiden prabowo subianto berdasarkan informasi diperoleh tujuh nama kalangan politikus akademisi militer,prabowo subianto,PER,2616
2295,indonesia contohnya protes massal krisis ekonomi memaksa soeharto mundur jabatan presiden contoh sistem presidensial filipina revolusi orang kekuatan gulingkan marcos demonstrasi damai mesir revolusi arab spring paksa,soeharto,PER,2617
2295,indonesia contohnya protes massal krisis ekonomi memaksa soeharto mundur jabatan presiden contoh sistem presidensial filipina revolusi orang kekuatan gulingkan marcos demonstrasi damai mesir revolusi arab spring paksa,marcos,PER,2617
2296,salahnya menteri keuangan itb tukang insinyur dijadikan bendahara republik presiden kali karno habibie purbaya menteri keuangan bankir menteri kesehatan flatulence,kali karno,PER,2618
2296,salahnya menteri keuangan itb tukang insinyur dijadikan bendahara republik presiden kali karno habibie purbaya menteri keuangan bankir menteri kesehatan flatulence,habibie purbaya,PER,2618
2297,dukung langkah presiden prabowo deteksi gampang,prabowo,PER,2619
2298,presiden prabowo panggil menteri kehutanan bahas keseimbangan pembangunan pelestarian hutan rabu purbaya sore,prabowo,PER,2620
2299,presiden prabowo makar penjelasan pengamat,prabowo,PER,2621
2301,lucu menkeu berhak ngutang presiden memutuskan program pemerintah menkeuada danaada baisa ngutang pinjam abaswd nyala presiden,danaada baisa,PER,2623
2304,berbesar hati menyambut cool guy joosten presiden amplifier chief executive officer vodafone incoming terlibat perbincangan produktif peningkatan landskap digital malaysia inovasi sambungan penyelesaian perusahaan encik joosten berkongsi pandangan berharga,cool guy joosten,PER,2626
2304,berbesar hati menyambut cool guy joosten presiden amplifier chief executive officer vodafone incoming terlibat perbincangan produktif peningkatan landskap digital malaysia inovasi sambungan penyelesaian perusahaan encik joosten berkongsi pandangan berharga,presiden amplifier chief executive officer vodafone incoming,ORG,2626
2304,berbesar hati menyambut cool guy joosten presiden amplifier chief executive officer vodafone incoming terlibat perbincangan produktif peningkatan landskap digital malaysia inovasi sambungan penyelesaian perusahaan encik joosten berkongsi pandangan berharga,encik joosten,PER,2626
2305,presiden prabowo memerintahkan jalur penerbangan internasional langsung daerah indonesia transit jakarta presidenprabowo prabowosubianto kemenhub airport pariwisata,prabowo,PER,2627
2305,presiden prabowo memerintahkan jalur penerbangan internasional langsung daerah indonesia transit jakarta presidenprabowo prabowosubianto kemenhub airport pariwisata,prabowosubianto,PER,2627
2306,purbaya menkeu omon omon buktikan target presiden prabowo apbn defisit tercapai mundur,purbaya,PER,2628
2306,purbaya menkeu omon omon buktikan target presiden prabowo apbn defisit tercapai mundur,omon omon,PER,2628
2306,purbaya menkeu omon omon buktikan target presiden prabowo apbn defisit tercapai mundur,prabowo,PER,2628
2308,diktator sahabat kepala negara pemberontakan rakyat anarkis vandalis tinggal suaka presiden konoha pengalaman dituntut dibawa mahkamah militer gara gara melanggar ham,konoha,PER,2630
2309,suruhanjaya eropah hentikan pembayaran israel berhubung tindakan gaza menangguhkan sokongan hala israel presiden ursula telepon duh! leyen sinarharian suruhanjayaeropah israel,ursula,PER,2632
2309,suruhanjaya eropah hentikan pembayaran israel berhubung tindakan gaza menangguhkan sokongan hala israel presiden ursula telepon duh! leyen sinarharian suruhanjayaeropah israel,leyen sinarhari,PER,2632
2312,presiden prabowo bikin sppi eksis tugas mulia pemenuhan gizi,prabowo,PER,2636
2314,presiden republik indonesia prabowo subianto menghadiri brics leaders virtual meeting mempertemukan paralytic pemimpin negara anggota brics membahas isu global rabu purbaya sore,prabowo subianto,PER,2638
2314,presiden republik indonesia prabowo subianto menghadiri brics leaders virtual meeting mempertemukan paralytic pemimpin negara anggota brics membahas isu global rabu purbaya sore,brics,ORG,2638
2316,purbaya klaim kesejahteraan prabowo presiden,prabowo,PER,2640
2318,menari ular kakak presiden enih,enih,PER,2642
2319,hasilnya weblog demo stop it jokowi presiden njeeng aktivis aktivis vocal demo pemerintahan goblk umbar,jokowi,PER,2643
2319,hasilnya weblog demo stop it jokowi presiden njeeng aktivis aktivis vocal demo pemerintahan goblk umbar,njeeng,PER,2643
2319,hasilnya weblog demo stop it jokowi presiden njeeng aktivis aktivis vocal demo pemerintahan goblk umbar,goblk umbar,PER,2643
2320,stop it luhut top negara tabu menyebut mentally retarded presiden,luhut top,PER,2644
2320,stop it luhut top negara tabu menyebut mentally retarded presiden,tabu,PER,2644
2321,menko airlangga anjloknya ihsg menko bidang perekonomian airlangga hartarto keterangan rapat terbatas presiden prabowo subianto menanggapi kekhawatiran publik terkait pelemahan indeks harga saham gabungan ihsg pascaperombakan,airlangga hartarto,PER,2645
2321,menko airlangga anjloknya ihsg menko bidang perekonomian airlangga hartarto keterangan rapat terbatas presiden prabowo subianto menanggapi kekhawatiran publik terkait pelemahan indeks harga saham gabungan ihsg pascaperombakan,prabowo subianto,PER,2645
2322,jabat tangan tawa (laugh) presiden nyalamin rakyatnya,nyalamin,PER,2646
2323,singkatnya pergantian individu visi pemerintah kebijakan fiskal aktif sejalan arah pembangunan nasional dicanangkan presiden prabowo,prabowo,PER,2647
2324,pergantian menteri keuangan sri mulyani purbaya yudhi sadewa sorotan analis menilai langkah kebijakan fiskal sejalan visi ekonomi presiden prabowo,sri mulyani purbaya yudhi sadewa,PER,2648
2324,pergantian menteri keuangan sri mulyani purbaya yudhi sadewa sorotan analis menilai langkah kebijakan fiskal sejalan visi ekonomi presiden prabowo,prabowo,PER,2648
2325,dpr menargetkan menyelesaikan ruu perampasan aset presiden prabowo berjanji mendorong pembahasan ruu tuntutan demo mahasiswa komisi membahasnya naskah akademik draf menggantikan usulan era jokowi dpr ruu,prabowo,PER,2649
2325,dpr menargetkan menyelesaikan ruu perampasan aset presiden prabowo berjanji mendorong pembahasan ruu tuntutan demo mahasiswa komisi membahasnya naskah akademik draf menggantikan usulan era jokowi dpr ruu,jokowi,PER,2649
2326,presiden prabowo kerja libur manyun,prabowo,PER,2650
2327,rakyat mnunggu hasil reshuffle presiden omon omon nyata termul mnunggu penampilan cantik pemain cadangan berlevel internasional hug berangusgengsolo berangusgengsolo,omon omon,PER,2651
2327,rakyat mnunggu hasil reshuffle presiden omon omon nyata termul mnunggu penampilan cantik pemain cadangan berlevel internasional hug berangusgengsolo berangusgengsolo,hug berangusgengsolo berangusgengsolo,PER,2651
2328,masuk akal perspektif presiden proyeknya masuk akal mahal mahal ekonomi menteri pilihan naikin pajak ibuprofen smi kesal resign 3x pres enggak mau melepas,smi,PER,2652
2329,usul presiden uu perampasan aset prabowo rieke,prabowo rieke,PER,2653
2330,istana berubah rumah rakyat presiden prabowo membuka pintunya mahasiswa membuktikan kritik ancaman suara didengar suararakyat mahasiswa politik indonesiaaman indonesiasejahtera,prabowo,PER,2654
2331,reshuffle presiden prabowo menhan sjafrie sjamsoeddin menko polkam interim budi gunawan diberhentikan jabatannya penunjukan diumumkan wakil menko polkam lodewijk paulus menyambut sjafrie kunjungan kemenko polkam,prabowo,PER,2655
2331,reshuffle presiden prabowo menhan sjafrie sjamsoeddin menko polkam interim budi gunawan diberhentikan jabatannya penunjukan diumumkan wakil menko polkam lodewijk paulus menyambut sjafrie kunjungan kemenko polkam,sjafrie sjamsoeddin,PER,2655
2331,reshuffle presiden prabowo menhan sjafrie sjamsoeddin menko polkam interim budi gunawan diberhentikan jabatannya penunjukan diumumkan wakil menko polkam lodewijk paulus menyambut sjafrie kunjungan kemenko polkam,budi gunawan,PER,2655
2331,reshuffle presiden prabowo menhan sjafrie sjamsoeddin menko polkam interim budi gunawan diberhentikan jabatannya penunjukan diumumkan wakil menko polkam lodewijk paulus menyambut sjafrie kunjungan kemenko polkam,lodewijk paulus,PER,2655
2331,reshuffle presiden prabowo menhan sjafrie sjamsoeddin menko polkam interim budi gunawan diberhentikan jabatannya penunjukan diumumkan wakil menko polkam lodewijk paulus menyambut sjafrie kunjungan kemenko polkam,sjafrie,PER,2655
2332,presiden republik indonesia prabowo subianto meresmikan gedung layanan terpadu institut neurosains nasional rspon mahar mardjono jakarta dibangun wika rumah sakit menghadirkan fasilitas kesehatan berkelas internasional layanan medis pendidikan,prabowo subianto,PER,2656
2333,presiden kolombia gustavo petro negaranya mengizinkan wilayahnya dipakai intervensi militer venezuela,gustavo petro,PER,2657
2334,optimisme perumahan berkat gebrakan presiden prabowo bareng swasta,prabowo,PER,2659
2335,optimis selepas presiden jkw ribu trilyun kantongnya,jkw,PER,2660
2339,presiden prabowo subianto berdialog pimpinan media siniar hambalang bogor sabtu pertemuan just a minute prabowo sikapnya tuntutan rakyat prabowo tuntutan17plus8 tuntutanrakyat,prabowo subianto,PER,2665
2339,presiden prabowo subianto berdialog pimpinan media siniar hambalang bogor sabtu pertemuan just a minute prabowo sikapnya tuntutan rakyat prabowo tuntutan17plus8 tuntutanrakyat,siniar hambalang,ORG,2665
2339,presiden prabowo subianto berdialog pimpinan media siniar hambalang bogor sabtu pertemuan just a minute prabowo sikapnya tuntutan rakyat prabowo tuntutan17plus8 tuntutanrakyat,prabowo,PER,2665
2339,presiden prabowo subianto berdialog pimpinan media siniar hambalang bogor sabtu pertemuan just a minute prabowo sikapnya tuntutan rakyat prabowo tuntutan17plus8 tuntutanrakyat,prabowo,PER,2665
2340,presiden prabowo ganti listyo sigit atur jokowi,prabowo,PER,2666
2340,presiden prabowo ganti listyo sigit atur jokowi,list,PER,2666
2340,presiden prabowo ganti listyo sigit atur jokowi,sigit,PER,2666
2340,presiden prabowo ganti listyo sigit atur jokowi,jokowi,PER,2666
2342,jokowi lamar kerja periode nepalmumpung kosong presidenpm merusak nkri,jokowi,PER,2668
2343,selamat purna tugas terima kasih masyarakat indonesia terima kasih presiden afif xavi sorry if already posted bertugas menpura mohon dead on arrival dukungan maju pemuda olahraga pura pura,xavi,PER,2669
2345,kemarin pilih representasi rakyat menuntut kerja perasaan fery irwandy menuntut presiden turun jamin pimpin mendagri menhan dsb perebutan kekuasaan,fery irwandy,PER,2671
2346,sah presiden prabowo reshuffle menteri menkopolhukam budi gunawan menkeu sri mulyani menpora dito menp menpmi karding menkop budi arie lanjutkan bersih bersih berangusgengsolo berangusgengsolo,prabowo,PER,2672
2346,sah presiden prabowo reshuffle menteri menkopolhukam budi gunawan menkeu sri mulyani menpora dito menp menpmi karding menkop budi arie lanjutkan bersih bersih berangusgengsolo berangusgengsolo,budi gunawan,PER,2672
2346,sah presiden prabowo reshuffle menteri menkopolhukam budi gunawan menkeu sri mulyani menpora dito menp menpmi karding menkop budi arie lanjutkan bersih bersih berangusgengsolo berangusgengsolo,sri mulyani,PER,2672
2346,sah presiden prabowo reshuffle menteri menkopolhukam budi gunawan menkeu sri mulyani menpora dito menp menpmi karding menkop budi arie lanjutkan bersih bersih berangusgengsolo berangusgengsolo,dito,PER,2672
2346,sah presiden prabowo reshuffle menteri menkopolhukam budi gunawan menkeu sri mulyani menpora dito menp menpmi karding menkop budi arie lanjutkan bersih bersih berangusgengsolo berangusgengsolo,##i karding,PER,2672
2346,sah presiden prabowo reshuffle menteri menkopolhukam budi gunawan menkeu sri mulyani menpora dito menp menpmi karding menkop budi arie lanjutkan bersih bersih berangusgengsolo berangusgengsolo,budi arie,PER,2672
2347,presiden prabowo menata ulang tanah tanah dikuasai konglo konglo nakal rakus tamak kufur nikmat mosok orang memiliki tanah ratusan ribu hektar jutaan hektar tanah moyangnya,prabowo,PER,2673
2348,jokowi rumah korban tewas akibat bentrokan aparat presiden prabowo melayat kompensasi bantuan keluarga korban kepemimpinan presiden prabowo seorangpun diproses hukum,jokowi,PER,2674
2348,jokowi rumah korban tewas akibat bentrokan aparat presiden prabowo melayat kompensasi bantuan keluarga korban kepemimpinan presiden prabowo seorangpun diproses hukum,prabowo,PER,2674
2348,jokowi rumah korban tewas akibat bentrokan aparat presiden prabowo melayat kompensasi bantuan keluarga korban kepemimpinan presiden prabowo seorangpun diproses hukum,prabowo,PER,2674
2349,pemerintahan presiden menunggu kejadian nepal indonesia ambil langkah konkret pecat menteri amplifier pejabat terafiliasi genk solo dorong dpr makzulkan gibran tangkap amplifier adili jokowi sifat,genk solo,ORG,2675
2349,pemerintahan presiden menunggu kejadian nepal indonesia ambil langkah konkret pecat menteri amplifier pejabat terafiliasi genk solo dorong dpr makzulkan gibran tangkap amplifier adili jokowi sifat,gibran,PER,2675
2349,pemerintahan presiden menunggu kejadian nepal indonesia ambil langkah konkret pecat menteri amplifier pejabat terafiliasi genk solo dorong dpr makzulkan gibran tangkap amplifier adili jokowi sifat,jokowi,PER,2675
2350,pola hidup sehat gampang dijalani aceh garagara inovasi presiden prabowo,prabowo,PER,2676
2351,yash muncul ilmu cocoklogi maless dikaitkan pemilu presiden,yash,PER,2677
2352,pemerintahan presiden prabowo perduli tenaga kesehatan izin utama terintegrasi surat tanda registrasi strength satuan kredit profesi sikap surat izin praktik yep in spanish perubahan signifikan strength berlaku seumur hidup,prabowo,PER,2678
2354,gerakan revolusi mental maksud former presiden jokowi perbaikan edukasi kualitas sdm dsb revolusi kena mental negara,jokowi,PER,2680
2355,presiden prabowo arahan kawendra rabu,prabowo,PER,2681
2355,presiden prabowo arahan kawendra rabu,kawendra,PER,2681
2357,presidium gatot nurmantyo menuding jokowi presiden ke7 biang kerusakan bangsa berangusgengsolo berangusgengsolo,gatot nurmantyo,PER,2683
2357,presidium gatot nurmantyo menuding jokowi presiden ke7 biang kerusakan bangsa berangusgengsolo berangusgengsolo,jokowi,PER,2683
2360,presiden prabowo hatihati pejabat pemerintah habis lengah bahaya laporannya masuk baikbaik,prabowo,PER,2686
2361,pemicu demo information indonesia hidup mewah anak pejabat former presiden sulitnya pekerjaan,information indonesia,ORG,2687
2362,marah presiden prabowo berani pecat old man budi,prabowo,PER,2688
2362,marah presiden prabowo berani pecat old man budi,budi,PER,2688
2363,bedakan jabatan publik presiden perdana menteri mundur perdana menteri diterima lngsg presiden nunjuk perdana menteri,lngsg,ORG,2689
2364,langkah mengejutkan diambil just a minute perdana menteri korean pride sharma oli mundur jabatannya,pride sharma oli,PER,2690
2365,nepal menghadapi kekosongan kepemimpinan presiden random access memory chandra poudel resmi mengundurkan senin suaramerdeka suaramerdekacom suaramerdekanetwork presidenpoudel nepal kpsharmaoli kathmandu politik,random access memory,ORG,2691
2365,nepal menghadapi kekosongan kepemimpinan presiden random access memory chandra poudel resmi mengundurkan senin suaramerdeka suaramerdekacom suaramerdekanetwork presidenpoudel nepal kpsharmaoli kathmandu politik,chandra poudel,PER,2691
2365,nepal menghadapi kekosongan kepemimpinan presiden random access memory chandra poudel resmi mengundurkan senin suaramerdeka suaramerdekacom suaramerdekanetwork presidenpoudel nepal kpsharmaoli kathmandu politik,kpsharmaoli kathmandu,PER,2691
2366,serikat ojol perlindungan presiden prabowo rabu,prabowo,PER,2692
2368,perdana menteri presiden manamana negara kena halau trump,trump,PER,2695
2370,istri presiden nepal random access memory chandra paudel savita paudel meninggal laporan insiden melibatkannya september video menggambarkan serangan rumah mantan pm jhalanath khanal istrinya rajyalaxmi chitrakar,chandra paudel savita paudel,PER,2697
2370,istri presiden nepal random access memory chandra paudel savita paudel meninggal laporan insiden melibatkannya september video menggambarkan serangan rumah mantan pm jhalanath khanal istrinya rajyalaxmi chitrakar,jhalanath khanal,PER,2697
2370,istri presiden nepal random access memory chandra paudel savita paudel meninggal laporan insiden melibatkannya september video menggambarkan serangan rumah mantan pm jhalanath khanal istrinya rajyalaxmi chitrakar,rajyalaxmi chitrakar,PER,2697
2371,kades dihapuskan presiden memutuskan jaringan suara mulyono mendulang suara fufufafadan termul bersuara keras menentang,mulyono,PER,2698
2372,presiden mbah nabi,mbah nabi,PER,2699
2375,optimisme indonesia sppi dikasih kepercayaan presiden prabowo,sppi,ORG,2702
2375,optimisme indonesia sppi dikasih kepercayaan presiden prabowo,prabowo,PER,2702
2382,revitalisasi sekolah sesuai instruksi presiden no offence program prioritas pendidikan presiden subianto sejalan asta caught in the act ke4 prioritas revitalisasi sasarannya hey you simak selengkapnya infografis,subianto,PER,2709
2384,heran modelan prabowo menang presiden,prabowo,PER,2711
2385,dimaafkan otoriter era jokowi pemerintahan presiden prabowo powdered cocaine sesuai amanat citacita reformasi administrator on forum network etc ikutan kabinet komplotan reformis korup,jokowi,PER,2712
2385,dimaafkan otoriter era jokowi pemerintahan presiden prabowo powdered cocaine sesuai amanat citacita reformasi administrator on forum network etc ikutan kabinet komplotan reformis korup,prabowo,PER,2712
2388,presiden konoha muji,muji,PER,2715
2389,presiden prabowo jago ngebuka jalan sppi bantu masyarakat,prabowo,PER,2716
2391,temanku fokusnya disatu fokusnya kemana kemana berhasil tujuannya memberhentikan suharto presiden,suharto,PER,2719
2393,surabaya membara demo solidaritas affan kurniawan ricuh ratusan massa demo gedung negara grahadi lempari petasan batu polisi membakar barrier motor suasana penuh ketegangan surabaya solidaritasojol brimob detikxom,affan kurniawan,PER,2721
2398,helm jaket pengemudi saudara seperjuangan jalanan solidaritasojol affankurniawan lekasbaiknegriku,##ojol affankurniawan,PER,2728
2399,lautan jaket hijau mengantar affan peristirahatan ribuan rekan ojol menyalakan solidaritas mengiringi affan dead on arrival blanked mata selamat jalan teman persaudaraan abadi solidaritasojol affankurniawan lekasbaiknegriku,affan,PER,2729
2399,lautan jaket hijau mengantar affan peristirahatan ribuan rekan ojol menyalakan solidaritas mengiringi affan dead on arrival blanked mata selamat jalan teman persaudaraan abadi solidaritasojol affankurniawan lekasbaiknegriku,affan,PER,2729
2399,lautan jaket hijau mengantar affan peristirahatan ribuan rekan ojol menyalakan solidaritas mengiringi affan dead on arrival blanked mata selamat jalan teman persaudaraan abadi solidaritasojol affankurniawan lekasbaiknegriku,##ojol affankurniawan,PER,2729
2400,ribuan ojol antarkan affan tulang punggung keluarga perjalanan terakhirnya solidaritas harapan perlindungan pengemudi ojol menguat solidaritasojol keadilanuntukaffan,affan,PER,2730
2400,ribuan ojol antarkan affan tulang punggung keluarga perjalanan terakhirnya solidaritas harapan perlindungan pengemudi ojol menguat solidaritasojol keadilanuntukaffan,##aff,PER,2730
2401,sambutan anies baswedan acara pemakaman affan kurniawan ojol terlindas rantis brimob karet bivak jakpus video indoposco dilianto aniesbaswedan pemakamanaffan solidaritasojol karetbivak jakartapusat tragedisenayan indoposco,anies baswedan,PER,2731
2401,sambutan anies baswedan acara pemakaman affan kurniawan ojol terlindas rantis brimob karet bivak jakpus video indoposco dilianto aniesbaswedan pemakamanaffan solidaritasojol karetbivak jakartapusat tragedisenayan indoposco,affan kurniawan ojol,PER,2731
2401,sambutan anies baswedan acara pemakaman affan kurniawan ojol terlindas rantis brimob karet bivak jakpus video indoposco dilianto aniesbaswedan pemakamanaffan solidaritasojol karetbivak jakartapusat tragedisenayan indoposco,indoposco,ORG,2731
2401,sambutan anies baswedan acara pemakaman affan kurniawan ojol terlindas rantis brimob karet bivak jakpus video indoposco dilianto aniesbaswedan pemakamanaffan solidaritasojol karetbivak jakartapusat tragedisenayan indoposco,dilianto,PER,2731
2401,sambutan anies baswedan acara pemakaman affan kurniawan ojol terlindas rantis brimob karet bivak jakpus video indoposco dilianto aniesbaswedan pemakamanaffan solidaritasojol karetbivak jakartapusat tragedisenayan indoposco,aniesbaswedan,PER,2731
2401,sambutan anies baswedan acara pemakaman affan kurniawan ojol terlindas rantis brimob karet bivak jakpus video indoposco dilianto aniesbaswedan pemakamanaffan solidaritasojol karetbivak jakartapusat tragedisenayan indoposco,indoposco,ORG,2731
2403,ribuan ojol tumpah ruah mengiringi jenazah affan kurniawan tpu karet bivak jalanan dipenuhi warna hijau bentuk solidaritas sahabat tewas dilindas rantis brimob demo affankurniawan solidaritasojol keadilanuntukaffan demojakarta,affan kurniawan,PER,2733
2403,ribuan ojol tumpah ruah mengiringi jenazah affan kurniawan tpu karet bivak jalanan dipenuhi warna hijau bentuk solidaritas sahabat tewas dilindas rantis brimob demo affankurniawan solidaritasojol keadilanuntukaffan demojakarta,affankurniawan,PER,2733
2407,informasi medsos menyebut korban ojol kabar terbaru umar hidup perawatan updateojol solidaritasojol,umar,PER,2737
2408,dukungan komunitas ojol warganet berharap umar pulih solidaritasojol doabersama,umar,PER,2738
2410,sekretaris fraksi gerindra dpr bambang haryadi rahayu saraswati djohohadikusumo dinonaktifkan mengundurkan anggota dpr ri baca rahayusaraswati dpr,bambang haryadi rahayu saraswati djohohadikusumo,PER,2741
2410,sekretaris fraksi gerindra dpr bambang haryadi rahayu saraswati djohohadikusumo dinonaktifkan mengundurkan anggota dpr ri baca rahayusaraswati dpr,rahayusaraswati,PER,2741
2411,keponakan presiden praboworahayu saraswati mendadak mundur dpr ri anggota dpr rahayu saraswati mundur mengundurkandiri rahayusaraswati keponakan presiden prabowo prabowosubianto,praboworahayu saraswati,PER,2742
2411,keponakan presiden praboworahayu saraswati mendadak mundur dpr ri anggota dpr rahayu saraswati mundur mengundurkandiri rahayusaraswati keponakan presiden prabowo prabowosubianto,rahayu saraswati,PER,2742
2411,keponakan presiden praboworahayu saraswati mendadak mundur dpr ri anggota dpr rahayu saraswati mundur mengundurkandiri rahayusaraswati keponakan presiden prabowo prabowosubianto,##diri rahayusaraswati,PER,2742
2411,keponakan presiden praboworahayu saraswati mendadak mundur dpr ri anggota dpr rahayu saraswati mundur mengundurkandiri rahayusaraswati keponakan presiden prabowo prabowosubianto,prabowo prabowosubianto,PER,2742
2412,sakiti hati rakyat rahayu saraswati djojohadikusumo mundur dpr politikus partai gerindra rahayu saraswati djojohadikusumo resmi mundur jabatannya anggota dpr ri periode saraswatidjojohadikusumo dpr sejakarta jakarta,rahayu saraswati djojohadikusumo,PER,2743
2412,sakiti hati rakyat rahayu saraswati djojohadikusumo mundur dpr politikus partai gerindra rahayu saraswati djojohadikusumo resmi mundur jabatannya anggota dpr ri periode saraswatidjojohadikusumo dpr sejakarta jakarta,rahayu saraswati djojohadikusumo,PER,2743
2412,sakiti hati rakyat rahayu saraswati djojohadikusumo mundur dpr politikus partai gerindra rahayu saraswati djojohadikusumo resmi mundur jabatannya anggota dpr ri periode saraswatidjojohadikusumo dpr sejakarta jakarta,saraswatidjojohadikusumo,PER,2743
2413,rahayu saraswati mundur dpr ri alasannya diskursusnetwork rahayusaraswati dpr gerindra,rahayu saraswati,PER,2744
2413,rahayu saraswati mundur dpr ri alasannya diskursusnetwork rahayusaraswati dpr gerindra,rahayusaraswati,PER,2744
2414,dpr cecar menkeu purbaya target ekonomi ri tumbuh persen ingatkan warga terdampak phk dpr menterikeuangan purbayayudhisadewa rapatkerjaperdana kritiktajam,purbaya,PER,2745
2414,dpr cecar menkeu purbaya target ekonomi ri tumbuh persen ingatkan warga terdampak phk dpr menterikeuangan purbayayudhisadewa rapatkerjaperdana kritiktajam,purbayayudhisadewa,PER,2745
